Time(Local),Production,Consumption
20.01.2026 09:00:00 +01:00,"21188,92","24648,82"
20.01.2026 10:00:00 +01:00,"21088,08","24142,90"
20.01.2026 11:00:00 +01:00,"21246,62","23929,23"
20.01.2026 12:00:00 +01:00,"21149,18","23829,17"
20.01.2026 13:00:00 +01:00,"21075,36","24112,38"
20.01.2026 14:00:00 +01:00,"21131,50","24118,24"
20.01.2026 15:00:00 +01:00,"21284,20","24454,16"
20.01.2026 16:00:00 +01:00,"21588,08","24705,56"
20.01.2026 17:00:00 +01:00,"21575,46","25360,52"
20.01.2026 18:00:00 +01:00,"21358,95","25097,08"
20.01.2026 19:00:00 +01:00,"21233,04","24765,98"
20.01.2026 20:00:00 +01:00,"21007,46","24833,78"
20.01.2026 21:00:00 +01:00,"20846,00","24727,32"
20.01.2026 22:00:00 +01:00,"20666,54","24976,55"
20.01.2026 23:00:00 +01:00,"20142,25","24720,02"
21.01.2026 00:00:00 +01:00,"19554,92","24331,38"
21.01.2026 01:00:00 +01:00,"19220,54","23913,29"
21.01.2026 02:00:00 +01:00,"19011,00","23272,05"
21.01.2026 03:00:00 +01:00,"18882,13","23102,97"
21.01.2026 04:00:00 +01:00,"18933,72","22970,12"
21.01.2026 05:00:00 +01:00,"19337,48","23293,76"
21.01.2026 06:00:00 +01:00,"20500,07","24802,98"
21.01.2026 07:00:00 +01:00,"21745,78","26005,79"
21.01.2026 08:00:00 +01:00,"21963,05","26539,86"
21.01.2026 09:00:00 +01:00,"21897,60","26650,09"
21.01.2026 10:00:00 +01:00,"21957,84","26705,84"
21.01.2026 11:00:00 +01:00,"21919,39","25970,56"
21.01.2026 12:00:00 +01:00,"21891,08","25665,33"
21.01.2026 13:00:00 +01:00,"21867,57","26200,16"
21.01.2026 14:00:00 +01:00,"21942,77","27050,31"
21.01.2026 15:00:00 +01:00,"21855,63","26965,20"
21.01.2026 16:00:00 +01:00,"22165,95","27102,72"
21.01.2026 17:00:00 +01:00,"22106,39","27534,47"
21.01.2026 18:00:00 +01:00,"21830,84","26960,01"
21.01.2026 19:00:00 +01:00,"21815,11","26890,39"
21.01.2026 20:00:00 +01:00,"21624,80","26245,58"
21.01.2026 21:00:00 +01:00,"21278,00","25400,95"
21.01.2026 22:00:00 +01:00,"20790,34","24126,41"
21.01.2026 23:00:00 +01:00,"20154,09","22329,42"
22.01.2026 00:00:00 +01:00,"19635,46","20454,35"
22.01.2026 01:00:00 +01:00,"19229,04","20202,00"
22.01.2026 02:00:00 +01:00,"18998,67","20281,79"
22.01.2026 03:00:00 +01:00,"18882,64","19525,95"
22.01.2026 04:00:00 +01:00,"18898,50","19287,75"
22.01.2026 05:00:00 +01:00,"19210,18","19780,54"
22.01.2026 06:00:00 +01:00,"20376,42","21597,09"
22.01.2026 07:00:00 +01:00,"21690,62","25181,51"
22.01.2026 08:00:00 +01:00,"22198,33","26349,98"
22.01.2026 09:00:00 +01:00,"22203,57","26295,50"
22.01.2026 10:00:00 +01:00,"22088,04","25307,80"
22.01.2026 11:00:00 +01:00,"21911,14","24178,33"
22.01.2026 12:00:00 +01:00,"21806,02","22915,50"
22.01.2026 13:00:00 +01:00,"21718,91","22980,53"
22.01.2026 14:00:00 +01:00,"21788,75","24751,99"
22.01.2026 15:00:00 +01:00,"21974,55","26150,13"
22.01.2026 16:00:00 +01:00,"22394,15","26539,29"
22.01.2026 17:00:00 +01:00,"22403,08","26954,81"
22.01.2026 18:00:00 +01:00,"22228,06","26926,62"
22.01.2026 19:00:00 +01:00,"22090,29","26575,98"
22.01.2026 20:00:00 +01:00,"21981,12","25810,33"
22.01.2026 21:00:00 +01:00,"21758,63","25052,18"
22.01.2026 22:00:00 +01:00,"21343,27","23998,15"
22.01.2026 23:00:00 +01:00,"20731,38","22689,41"
23.01.2026 00:00:00 +01:00,"20177,63","21031,80"
23.01.2026 01:00:00 +01:00,"19798,72","20556,21"
23.01.2026 02:00:00 +01:00,"19622,64","20120,91"
23.01.2026 03:00:00 +01:00,"19472,38","20202,86"
23.01.2026 04:00:00 +01:00,"19500,18","19994,17"
23.01.2026 05:00:00 +01:00,"19875,34","20307,89"
23.01.2026 06:00:00 +01:00,"20986,09","23125,25"
23.01.2026 07:00:00 +01:00,"22384,84","25741,46"
23.01.2026 08:00:00 +01:00,"22930,45","26099,02"
23.01.2026 09:00:00 +01:00,"22951,28","26047,76"
23.01.2026 10:00:00 +01:00,"22915,99","26260,55"
23.01.2026 11:00:00 +01:00,"22860,85","25686,55"
23.01.2026 12:00:00 +01:00,"22771,78","24158,65"
23.01.2026 13:00:00 +01:00,"22636,23","23624,16"
23.01.2026 14:00:00 +01:00,"22679,53","24462,44"
23.01.2026 15:00:00 +01:00,"22836,19","25433,13"
23.01.2026 16:00:00 +01:00,"23042,39","26153,33"
23.01.2026 17:00:00 +01:00,"23029,35","26455,80"
23.01.2026 18:00:00 +01:00,"22841,18","26223,94"
23.01.2026 19:00:00 +01:00,"22556,02","25775,75"
23.01.2026 20:00:00 +01:00,"22172,98","25168,48"
23.01.2026 21:00:00 +01:00,"21715,20","24058,95"
23.01.2026 22:00:00 +01:00,"21248,39","23449,55"
23.01.2026 23:00:00 +01:00,"20869,67","22126,37"
24.01.2026 00:00:00 +01:00,"20428,32","21551,55"
24.01.2026 01:00:00 +01:00,"20107,72","21255,06"
24.01.2026 02:00:00 +01:00,"19829,38","20648,66"
24.01.2026 03:00:00 +01:00,"19643,01","20217,42"
24.01.2026 04:00:00 +01:00,"19574,73","19920,42"
24.01.2026 05:00:00 +01:00,"19630,67","20182,51"
24.01.2026 06:00:00 +01:00,"19913,94","21155,24"
24.01.2026 07:00:00 +01:00,"20296,19","22088,82"
24.01.2026 08:00:00 +01:00,"20966,28","24297,01"
24.01.2026 09:00:00 +01:00,"21437,70","24805,72"
24.01.2026 10:00:00 +01:00,"21858,67","25123,23"
24.01.2026 11:00:00 +01:00,"21896,16","24736,16"
24.01.2026 12:00:00 +01:00,"21799,71","24049,37"
24.01.2026 13:00:00 +01:00,"21638,06","23223,39"
24.01.2026 14:00:00 +01:00,"21549,23","23403,47"
24.01.2026 15:00:00 +01:00,"21576,41","24376,35"
24.01.2026 16:00:00 +01:00,"21850,91","24602,23"
24.01.2026 17:00:00 +01:00,"22029,31","24941,60"
24.01.2026 18:00:00 +01:00,"21891,30","25034,94"
24.01.2026 19:00:00 +01:00,"21636,24","25645,86"
24.01.2026 20:00:00 +01:00,"21299,16","25182,24"
24.01.2026 21:00:00 +01:00,"20901,08","24300,30"
24.01.2026 22:00:00 +01:00,"20575,29","24111,71"
24.01.2026 23:00:00 +01:00,"20183,56","22469,92"
25.01.2026 00:00:00 +01:00,"19791,50","20813,94"
25.01.2026 01:00:00 +01:00,"19553,16","20390,50"
25.01.2026 02:00:00 +01:00,"19372,94","19767,03"
25.01.2026 03:00:00 +01:00,"19230,36","19474,47"
25.01.2026 04:00:00 +01:00,"19196,36","19594,55"
25.01.2026 05:00:00 +01:00,"19224,62","19334,27"
25.01.2026 06:00:00 +01:00,"19370,50","19597,05"
25.01.2026 07:00:00 +01:00,"19646,01","20163,04"
25.01.2026 08:00:00 +01:00,"20141,87","21120,29"
25.01.2026 09:00:00 +01:00,"20586,86","22946,66"
25.01.2026 10:00:00 +01:00,"20963,15","23369,35"
25.01.2026 11:00:00 +01:00,"21131,57","23699,74"
25.01.2026 12:00:00 +01:00,"21158,70","23469,45"
25.01.2026 13:00:00 +01:00,"21150,26","23516,64"
25.01.2026 14:00:00 +01:00,"21268,12","23487,87"
25.01.2026 15:00:00 +01:00,"21430,22","23530,56"
25.01.2026 16:00:00 +01:00,"21786,50","24100,61"
25.01.2026 17:00:00 +01:00,"21938,75","25028,42"
25.01.2026 18:00:00 +01:00,"21866,32","24732,03"
25.01.2026 19:00:00 +01:00,"21800,97","25269,63"
25.01.2026 20:00:00 +01:00,"21761,54","25015,82"
25.01.2026 21:00:00 +01:00,"21552,62","24347,27"
25.01.2026 22:00:00 +01:00,"21253,86","24055,49"
25.01.2026 23:00:00 +01:00,"20774,06","22623,03"
26.01.2026 00:00:00 +01:00,"20330,26","21544,93"
26.01.2026 01:00:00 +01:00,"20011,68","21214,94"
26.01.2026 02:00:00 +01:00,"19850,52","20332,79"
26.01.2026 03:00:00 +01:00,"19832,93","19853,30"
26.01.2026 04:00:00 +01:00,"19970,01","19777,12"
26.01.2026 05:00:00 +01:00,"20513,44","19834,39"
26.01.2026 06:00:00 +01:00,"21821,60","22617,15"
26.01.2026 07:00:00 +01:00,"23269,36","24024,01"
26.01.2026 08:00:00 +01:00,"23765,93","24656,16"
26.01.2026 09:00:00 +01:00,"23856,18","25049,18"
26.01.2026 10:00:00 +01:00,"23646,00","24814,27"
26.01.2026 11:00:00 +01:00,"23287,91","24259,07"
26.01.2026 12:00:00 +01:00,"22925,14","24054,10"
26.01.2026 13:00:00 +01:00,"22679,95","24197,08"
26.01.2026 14:00:00 +01:00,"22692,80","24826,25"
26.01.2026 15:00:00 +01:00,"22911,77","24602,43"
26.01.2026 16:00:00 +01:00,"23328,28","24303,72"
26.01.2026 17:00:00 +01:00,"23440,62","24442,62"
26.01.2026 18:00:00 +01:00,"23312,54","24321,50"
26.01.2026 19:00:00 +01:00,"23204,06","24386,02"
26.01.2026 20:00:00 +01:00,"23067,10","24694,14"
26.01.2026 21:00:00 +01:00,"22758,17","24268,37"
26.01.2026 22:00:00 +01:00,"22256,02","24225,01"
26.01.2026 23:00:00 +01:00,"21658,26","23506,17"
27.01.2026 00:00:00 +01:00,"21010,70","22975,13"
27.01.2026 01:00:00 +01:00,"20698,86","22429,83"
27.01.2026 02:00:00 +01:00,"20511,10","21656,30"
27.01.2026 03:00:00 +01:00,"20413,76","21410,01"
27.01.2026 04:00:00 +01:00,"20415,84","21505,05"
27.01.2026 05:00:00 +01:00,"20662,93","21896,34"
27.01.2026 06:00:00 +01:00,"21664,16","23086,40"
27.01.2026 07:00:00 +01:00,"22987,12","23907,45"
27.01.2026 08:00:00 +01:00,"23429,86","23897,15"
27.01.2026 09:00:00 +01:00,"23373,92","24073,69"
27.01.2026 10:00:00 +01:00,"23293,72","24180,78"
27.01.2026 11:00:00 +01:00,"23063,33","24033,46"
27.01.2026 12:00:00 +01:00,"22848,53","24112,68"
27.01.2026 13:00:00 +01:00,"22823,66","24424,85"
27.01.2026 14:00:00 +01:00,"22898,11","24927,45"
27.01.2026 15:00:00 +01:00,"23091,54","24771,76"
27.01.2026 16:00:00 +01:00,"23464,16","24872,21"
27.01.2026 17:00:00 +01:00,"23511,10","25295,21"
27.01.2026 18:00:00 +01:00,"23301,03","25248,19"
27.01.2026 19:00:00 +01:00,"23216,70","25828,05"
27.01.2026 20:00:00 +01:00,"23126,22","27079,21"
27.01.2026 21:00:00 +01:00,"22856,74","26513,65"
27.01.2026 22:00:00 +01:00,"22375,68","25705,75"
27.01.2026 23:00:00 +01:00,"21903,62","25256,74"
28.01.2026 00:00:00 +01:00,"21325,16","23975,48"
28.01.2026 01:00:00 +01:00,"21039,58","23540,96"
28.01.2026 02:00:00 +01:00,"20819,58","23491,84"
28.01.2026 03:00:00 +01:00,"20765,39","23005,49"
28.01.2026 04:00:00 +01:00,"20758,84","22766,03"
28.01.2026 05:00:00 +01:00,"21038,66","22979,09"
28.01.2026 06:00:00 +01:00,"22197,14","23989,19"
28.01.2026 07:00:00 +01:00,"23436,05","25630,16"
28.01.2026 08:00:00 +01:00,"23800,50","25100,44"
28.01.2026 09:00:00 +01:00,"23725,85","25098,49"
28.01.2026 10:00:00 +01:00,"23637,21","25203,40"
28.01.2026 11:00:00 +01:00,"23489,68","25077,98"
28.01.2026 12:00:00 +01:00,"23235,55","24239,04"
28.01.2026 13:00:00 +01:00,"22926,59","24241,64"
28.01.2026 14:00:00 +01:00,"23183,60","24723,78"
28.01.2026 15:00:00 +01:00,"23390,68","25113,67"
28.01.2026 16:00:00 +01:00,"23809,04","25543,39"
28.01.2026 17:00:00 +01:00,"23837,75","25945,33"
28.01.2026 18:00:00 +01:00,"23623,28","25441,24"
28.01.2026 19:00:00 +01:00,"23506,68","25575,45"
28.01.2026 20:00:00 +01:00,"23327,97","25388,54"
28.01.2026 21:00:00 +01:00,"23042,11","25158,00"
28.01.2026 22:00:00 +01:00,"22753,91","25072,27"
28.01.2026 23:00:00 +01:00,"22177,94","24101,99"
29.01.2026 00:00:00 +01:00,"21704,70","23977,34"
29.01.2026 01:00:00 +01:00,"21347,48","24178,91"
29.01.2026 02:00:00 +01:00,"21091,28","23439,31"
29.01.2026 03:00:00 +01:00,"20981,02","22573,88"
29.01.2026 04:00:00 +01:00,"21010,71","22245,74"
29.01.2026 05:00:00 +01:00,"21400,73","22689,50"
29.01.2026 06:00:00 +01:00,"22592,80","24112,81"
29.01.2026 07:00:00 +01:00,"23906,08","26019,10"
29.01.2026 08:00:00 +01:00,"24345,70","26611,67"
29.01.2026 09:00:00 +01:00,"24396,68","27008,28"
29.01.2026 10:00:00 +01:00,"24251,98","26752,61"
29.01.2026 11:00:00 +01:00,"24085,34","26588,19"
29.01.2026 12:00:00 +01:00,"23934,30","26379,79"
29.01.2026 13:00:00 +01:00,"23867,52","26495,99"
29.01.2026 14:00:00 +01:00,"23844,93","26187,85"
29.01.2026 15:00:00 +01:00,"24072,69","26531,59"
29.01.2026 16:00:00 +01:00,"24452,62","26868,53"
29.01.2026 17:00:00 +01:00,"24473,63","26810,69"
29.01.2026 18:00:00 +01:00,"24253,14","27199,86"
29.01.2026 19:00:00 +01:00,"24131,40","27309,30"
29.01.2026 20:00:00 +01:00,"23978,48","26878,78"
29.01.2026 21:00:00 +01:00,"23823,28","26323,23"
29.01.2026 22:00:00 +01:00,"23353,86","25763,73"
29.01.2026 23:00:00 +01:00,"22754,90","24124,21"
30.01.2026 00:00:00 +01:00,"22230,99","24108,50"
30.01.2026 01:00:00 +01:00,"21828,98","23814,94"
30.01.2026 02:00:00 +01:00,"21588,61","22740,93"
30.01.2026 03:00:00 +01:00,"21447,82","21353,64"
30.01.2026 04:00:00 +01:00,"21452,38","21010,28"
30.01.2026 05:00:00 +01:00,"21724,75","20908,06"
30.01.2026 06:00:00 +01:00,"22730,98","23647,22"
30.01.2026 07:00:00 +01:00,"23917,60","25505,04"
30.01.2026 08:00:00 +01:00,"24330,46","25643,32"
30.01.2026 09:00:00 +01:00,"24232,60","25555,88"
30.01.2026 10:00:00 +01:00,"24179,34","25858,69"
30.01.2026 11:00:00 +01:00,"24070,90","25480,34"
30.01.2026 12:00:00 +01:00,"23985,29","25054,24"
30.01.2026 13:00:00 +01:00,"23911,76","25057,49"
30.01.2026 14:00:00 +01:00,"23751,11","25141,25"
30.01.2026 15:00:00 +01:00,"23814,24","25257,46"
30.01.2026 16:00:00 +01:00,"23989,33","25680,98"
30.01.2026 17:00:00 +01:00,"23886,02","26422,74"
30.01.2026 18:00:00 +01:00,"23647,98","25883,16"
30.01.2026 19:00:00 +01:00,"23461,79","25386,31"
30.01.2026 20:00:00 +01:00,"23011,20","24540,34"
30.01.2026 21:00:00 +01:00,"22559,50","23596,51"
30.01.2026 22:00:00 +01:00,"22046,13","22806,08"
30.01.2026 23:00:00 +01:00,"21581,27","20852,26"
31.01.2026 00:00:00 +01:00,"21125,26","20428,05"
31.01.2026 01:00:00 +01:00,"20759,08","20571,44"
31.01.2026 02:00:00 +01:00,"20489,11","20289,73"
31.01.2026 03:00:00 +01:00,"20335,75","20256,56"
31.01.2026 04:00:00 +01:00,"20272,48","20113,68"
31.01.2026 05:00:00 +01:00,"20251,02","20176,51"
31.01.2026 06:00:00 +01:00,"20482,56","20475,72"
31.01.2026 07:00:00 +01:00,"20851,49","21272,93"
31.01.2026 08:00:00 +01:00,"21485,30","22464,26"
31.01.2026 09:00:00 +01:00,"22075,33","24036,60"
31.01.2026 10:00:00 +01:00,"22441,71","24362,57"
31.01.2026 11:00:00 +01:00,"22494,37","24057,84"
31.01.2026 12:00:00 +01:00,"22468,58","23546,01"
31.01.2026 13:00:00 +01:00,"22376,79","23614,45"
31.01.2026 14:00:00 +01:00,"22313,51","23745,92"
31.01.2026 15:00:00 +01:00,"22347,43","23845,56"
31.01.2026 16:00:00 +01:00,"22429,01","24441,98"
31.01.2026 17:00:00 +01:00,"22643,10","25013,38"
31.01.2026 18:00:00 +01:00,"22640,61","25066,22"
31.01.2026 19:00:00 +01:00,"22218,36","24385,64"
31.01.2026 20:00:00 +01:00,"21788,86","23617,76"
31.01.2026 21:00:00 +01:00,"21407,61","22807,11"
31.01.2026 22:00:00 +01:00,"21101,88","22511,92"
31.01.2026 23:00:00 +01:00,"20702,82","22092,66"
01.02.2026 00:00:00 +01:00,"20424,97","20634,40"
01.02.2026 01:00:00 +01:00,"20183,57","20289,84"
01.02.2026 02:00:00 +01:00,"19933,62","20099,95"
01.02.2026 03:00:00 +01:00,"19795,52","19351,18"
01.02.2026 04:00:00 +01:00,"19732,22","19636,43"
01.02.2026 05:00:00 +01:00,"19757,46","19637,18"
01.02.2026 06:00:00 +01:00,"19940,36","19404,60"
01.02.2026 07:00:00 +01:00,"20243,49","20376,40"
01.02.2026 08:00:00 +01:00,"20673,50","21761,64"
01.02.2026 09:00:00 +01:00,"21046,44","22650,43"
01.02.2026 10:00:00 +01:00,"21396,66","22579,00"
01.02.2026 11:00:00 +01:00,"21473,71","21637,46"
01.02.2026 12:00:00 +01:00,"21498,35","21536,41"
01.02.2026 13:00:00 +01:00,"21500,62","21048,47"
01.02.2026 14:00:00 +01:00,"21547,13","21070,71"
01.02.2026 15:00:00 +01:00,"21699,97","22342,65"
01.02.2026 16:00:00 +01:00,"21968,80","23782,26"
01.02.2026 17:00:00 +01:00,"22131,24","24364,60"
01.02.2026 18:00:00 +01:00,"22128,07","24251,92"
01.02.2026 19:00:00 +01:00,"22135,27","24180,04"
01.02.2026 20:00:00 +01:00,"22056,93","23395,79"
01.02.2026 21:00:00 +01:00,"21875,11","22662,31"
01.02.2026 22:00:00 +01:00,"21522,16","22117,96"
01.02.2026 23:00:00 +01:00,"21021,26","21173,73"
02.02.2026 00:00:00 +01:00,"20519,93","21083,58"
02.02.2026 01:00:00 +01:00,"20183,26","20345,31"
02.02.2026 02:00:00 +01:00,"19990,92","19875,77"
02.02.2026 03:00:00 +01:00,"19969,02","19243,07"
02.02.2026 04:00:00 +01:00,"20066,84","18637,16"
02.02.2026 05:00:00 +01:00,"20484,71","19031,79"
02.02.2026 06:00:00 +01:00,"21732,53","21428,55"
02.02.2026 07:00:00 +01:00,"22990,26","24408,91"
02.02.2026 08:00:00 +01:00,"23435,85","25035,27"
02.02.2026 09:00:00 +01:00,"23438,51","24466,91"
02.02.2026 10:00:00 +01:00,"23230,93","24421,08"
02.02.2026 11:00:00 +01:00,"23143,39","24230,47"
02.02.2026 12:00:00 +01:00,"23015,12","23435,71"
02.02.2026 13:00:00 +01:00,"22976,40","22879,88"
02.02.2026 14:00:00 +01:00,"23002,87","22802,05"
02.02.2026 15:00:00 +01:00,"23168,89","23035,43"
02.02.2026 16:00:00 +01:00,"23489,92","23858,29"
02.02.2026 17:00:00 +01:00,"23604,29","24886,73"
02.02.2026 18:00:00 +01:00,"23442,09","24813,84"
02.02.2026 19:00:00 +01:00,"23241,77","24200,57"
02.02.2026 20:00:00 +01:00,"23076,80","22418,57"
02.02.2026 21:00:00 +01:00,"22854,94","21913,57"
02.02.2026 22:00:00 +01:00,"22382,18","20991,92"
02.02.2026 23:00:00 +01:00,"21742,81","19637,32"
03.02.2026 00:00:00 +01:00,"21183,32","17964,52"
03.02.2026 01:00:00 +01:00,"20816,95","17568,32"
03.02.2026 02:00:00 +01:00,"20596,06","17915,85"
03.02.2026 03:00:00 +01:00,"20465,70","16924,89"
03.02.2026 04:00:00 +01:00,"20516,02","16821,95"
03.02.2026 05:00:00 +01:00,"20903,10","17078,62"
03.02.2026 06:00:00 +01:00,"21937,78","19253,53"
03.02.2026 07:00:00 +01:00,"23165,11","21759,87"
03.02.2026 08:00:00 +01:00,"23593,30","23795,79"
03.02.2026 09:00:00 +01:00,"23469,46","23316,25"
03.02.2026 10:00:00 +01:00,"23449,76","22301,49"
03.02.2026 11:00:00 +01:00,"23218,86","21360,86"
03.02.2026 12:00:00 +01:00,"22995,76","20891,91"
03.02.2026 13:00:00 +01:00,"22908,63","20912,13"
03.02.2026 14:00:00 +01:00,"22969,69","21191,68"
03.02.2026 15:00:00 +01:00,"23102,05","22039,47"
03.02.2026 16:00:00 +01:00,"23409,14","23667,35"
03.02.2026 17:00:00 +01:00,"23478,16","24571,34"
03.02.2026 18:00:00 +01:00,"23282,53","24541,11"
03.02.2026 19:00:00 +01:00,"23126,52","24595,70"
03.02.2026 20:00:00 +01:00,"23057,72","23732,58"
03.02.2026 21:00:00 +01:00,"22861,63","21919,12"
03.02.2026 22:00:00 +01:00,"22435,18","20655,67"
03.02.2026 23:00:00 +01:00,"21795,43","19234,80"
04.02.2026 00:00:00 +01:00,"21251,50","18927,98"
04.02.2026 01:00:00 +01:00,"20836,81","18714,40"
04.02.2026 02:00:00 +01:00,"20669,68","18585,31"
04.02.2026 03:00:00 +01:00,"20564,75","17920,90"
04.02.2026 04:00:00 +01:00,"20570,28","17620,25"
04.02.2026 05:00:00 +01:00,"20908,19","17886,01"
04.02.2026 06:00:00 +01:00,"22064,08","20295,21"
04.02.2026 07:00:00 +01:00,"23404,64","23132,31"
04.02.2026 08:00:00 +01:00,"23665,12","24826,69"
04.02.2026 09:00:00 +01:00,"23580,57","25050,05"
04.02.2026 10:00:00 +01:00,"23387,57","23721,59"
04.02.2026 11:00:00 +01:00,"23244,66","22126,72"
04.02.2026 12:00:00 +01:00,"23138,74","21221,75"
04.02.2026 13:00:00 +01:00,"22947,07","21019,22"
04.02.2026 14:00:00 +01:00,"23026,41","21513,70"
04.02.2026 15:00:00 +01:00,"23237,98","22720,75"
04.02.2026 16:00:00 +01:00,"23575,30","24136,55"
04.02.2026 17:00:00 +01:00,"23661,34","24309,88"
04.02.2026 18:00:00 +01:00,"23468,26","24064,24"
04.02.2026 19:00:00 +01:00,"23336,36","23283,03"
04.02.2026 20:00:00 +01:00,"23103,23","21362,56"
04.02.2026 21:00:00 +01:00,"22892,01","20585,32"
04.02.2026 22:00:00 +01:00,"22402,38","19941,69"
04.02.2026 23:00:00 +01:00,"21753,39","18254,19"
05.02.2026 00:00:00 +01:00,"21236,64","17166,41"
05.02.2026 01:00:00 +01:00,"20825,68","16586,73"
05.02.2026 02:00:00 +01:00,"20626,95","16370,11"
05.02.2026 03:00:00 +01:00,"20542,31","16177,99"
05.02.2026 04:00:00 +01:00,"20555,86","16504,28"
05.02.2026 05:00:00 +01:00,"20963,82","17056,68"
05.02.2026 06:00:00 +01:00,"22203,42","19689,25"
05.02.2026 07:00:00 +01:00,"23611,43","21868,23"
05.02.2026 08:00:00 +01:00,"23893,00","23184,12"
05.02.2026 09:00:00 +01:00,"23697,92","23141,15"
05.02.2026 10:00:00 +01:00,"23674,28","23251,48"
05.02.2026 11:00:00 +01:00,"23625,86","23433,21"
05.02.2026 12:00:00 +01:00,"23387,19","23151,28"
05.02.2026 13:00:00 +01:00,"23205,95","22780,84"
05.02.2026 14:00:00 +01:00,"23230,92","22607,51"
05.02.2026 15:00:00 +01:00,"23475,20","23449,52"
05.02.2026 16:00:00 +01:00,"23893,91","24340,90"
05.02.2026 17:00:00 +01:00,"23915,71","24803,69"
05.02.2026 18:00:00 +01:00,"23678,88","24920,08"
05.02.2026 19:00:00 +01:00,"23597,96","25392,25"
05.02.2026 20:00:00 +01:00,"23512,08","25374,92"
05.02.2026 21:00:00 +01:00,"23378,35","24145,77"
05.02.2026 22:00:00 +01:00,"22952,30","23086,25"
05.02.2026 23:00:00 +01:00,"22328,77","21260,02"
06.02.2026 00:00:00 +01:00,"21746,02","20719,53"
06.02.2026 01:00:00 +01:00,"21334,24","20199,76"
06.02.2026 02:00:00 +01:00,"21101,54","19781,03"
06.02.2026 03:00:00 +01:00,"20991,27","19822,04"
06.02.2026 04:00:00 +01:00,"21058,90","19692,37"
06.02.2026 05:00:00 +01:00,"21314,28","20461,90"
06.02.2026 06:00:00 +01:00,"22434,34","23441,17"
06.02.2026 07:00:00 +01:00,"23748,65","25608,92"
06.02.2026 08:00:00 +01:00,"24209,91","25355,38"
06.02.2026 09:00:00 +01:00,"24198,59","25037,77"
06.02.2026 10:00:00 +01:00,"24030,20","24818,86"
06.02.2026 11:00:00 +01:00,"23835,76","25016,19"
06.02.2026 12:00:00 +01:00,"23566,97","25346,86"
06.02.2026 13:00:00 +01:00,"23613,10","25425,52"
06.02.2026 14:00:00 +01:00,"23555,13","25481,47"
06.02.2026 15:00:00 +01:00,"23490,52","25202,68"
06.02.2026 16:00:00 +01:00,"23653,97","25097,26"
06.02.2026 17:00:00 +01:00,"23681,48","25496,84"
06.02.2026 18:00:00 +01:00,"23434,56","25899,26"
06.02.2026 19:00:00 +01:00,"23322,00","25995,32"
06.02.2026 20:00:00 +01:00,"22887,09","24785,62"
06.02.2026 21:00:00 +01:00,"22393,10","24029,79"
06.02.2026 22:00:00 +01:00,"21964,64","22817,72"
06.02.2026 23:00:00 +01:00,"21470,44","21532,04"
07.02.2026 00:00:00 +01:00,"20926,88","20200,82"
07.02.2026 01:00:00 +01:00,"20598,04","19489,22"
07.02.2026 02:00:00 +01:00,"20329,66","18852,00"
07.02.2026 03:00:00 +01:00,"20213,26","18658,96"
07.02.2026 04:00:00 +01:00,"20148,94","18537,09"
07.02.2026 05:00:00 +01:00,"20182,33","18427,25"
07.02.2026 06:00:00 +01:00,"20401,18","18669,39"
07.02.2026 07:00:00 +01:00,"20781,19","21160,90"
07.02.2026 08:00:00 +01:00,"21297,78","23114,60"
07.02.2026 09:00:00 +01:00,"21730,13","23160,96"
07.02.2026 10:00:00 +01:00,"22168,46","22986,33"
07.02.2026 11:00:00 +01:00,"22135,41","21133,20"
07.02.2026 12:00:00 +01:00,"21993,65","20643,03"
07.02.2026 13:00:00 +01:00,"21800,16","20002,20"
07.02.2026 14:00:00 +01:00,"21673,33","20164,97"
07.02.2026 15:00:00 +01:00,"21712,15","22276,96"
07.02.2026 16:00:00 +01:00,"21752,32","24000,01"
07.02.2026 17:00:00 +01:00,"21939,11","25038,64"
07.02.2026 18:00:00 +01:00,"21887,53","25435,01"
07.02.2026 19:00:00 +01:00,"21585,70","25332,69"
07.02.2026 20:00:00 +01:00,"21404,38","24166,67"
07.02.2026 21:00:00 +01:00,"21111,50","22362,11"
07.02.2026 22:00:00 +01:00,"20852,05","21650,49"
07.02.2026 23:00:00 +01:00,"20509,87","20081,15"
08.02.2026 00:00:00 +01:00,"20193,86","20244,13"
08.02.2026 01:00:00 +01:00,"20015,02","19497,86"
08.02.2026 02:00:00 +01:00,"19864,62","20173,81"
08.02.2026 03:00:00 +01:00,"19725,37","19597,42"
08.02.2026 04:00:00 +01:00,"19654,71","19309,01"
08.02.2026 05:00:00 +01:00,"19676,10","19580,42"
08.02.2026 06:00:00 +01:00,"19855,39","19512,92"
08.02.2026 07:00:00 +01:00,"20187,11","20039,38"
08.02.2026 08:00:00 +01:00,"20608,14","20206,40"
08.02.2026 09:00:00 +01:00,"21111,20","20984,63"
08.02.2026 10:00:00 +01:00,"21438,48","21716,26"
08.02.2026 11:00:00 +01:00,"21501,94","21110,71"
08.02.2026 12:00:00 +01:00,"21500,60","20071,42"
08.02.2026 13:00:00 +01:00,"21374,08","20111,85"
08.02.2026 14:00:00 +01:00,"21365,91","20473,09"
08.02.2026 15:00:00 +01:00,"21467,34","21351,71"
08.02.2026 16:00:00 +01:00,"21693,14","22614,09"
08.02.2026 17:00:00 +01:00,"21875,60","24838,47"
08.02.2026 18:00:00 +01:00,"21922,87","25016,64"
